borrower_id,segment,gst_filing_notes,collection_call_notes,label_bankrupt
MSME01747,MSME,Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for Aug. || Steady monthly turnover reported in GST filings; no anomalies for May.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01748,MSME,GSTR-3B filed on schedule for Jul. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || GST return for Mar filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01749,MSME,Steady monthly turnover reported in GST filings; no anomalies for Sep. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Feb.,Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.,0
MSME01750,MSME,"Nil/near-nil turnover reported in Dec GST return, inconsistent with loan ticket size. || Regular GST compliance maintained. No late filing flags in Apr. || GST return for Oct filed after due date; ITC mismatch flagged.","Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",1
MSME01751,MSME,GST return for Dec filed after due date; ITC mismatch flagged. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || Turnover declared in Mar filing dropped sharply versus prior period.,Borrower unresponsive to last two collection calls.,1
MSME01752,MSME,Repeated late filing pattern observed for Aug; compliance risk noted. || Repeated late filing pattern observed for Dec; compliance risk noted.,Field visit report notes shutdown/reduced operations at business premises. || Borrower requested restructuring due to declining order book. || Borrower unresponsive to last two collection calls.,1
MSME01753,MSME,"Nil/near-nil turnover reported in May GST return, inconsistent with loan ticket size. || GST return for Sep filed after due date; ITC mismatch flagged. || Repeated late filing pattern observed for May; compliance risk noted. || GST return for May filed after due date; ITC mismatch flagged.",Call escalated - borrower reported delay in receivables from customers.,1
MSME01754,MSME,Turnover declared in Feb filing dropped sharply versus prior period. || GST return for Dec filed within due date. ITC claims reconciled.,Courtesy call completed. No stress indicators noted.,1
MSME01755,MSME,"Nil/near-nil turnover reported in Aug GST return, inconsistent with loan ticket size. || Repeated late filing pattern observed for Aug; compliance risk noted. || Turnover declared in Apr filing dropped sharply versus prior period. || Nil/near-nil turnover reported in Mar GST return, inconsistent with loan ticket size.","Call escalated - borrower reported delay in receivables from customers. || Borrower reachable, no dispute raised, account in good standing. || Borrower requested EMI deferment citing cash flow stress.",1
MSME01756,MSME,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Oct. || Turnover declared in Jan filing dropped sharply versus prior period. || Turnover declared in Jul filing dropped sharply versus prior period.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing. || Call escalated - borrower reported delay in receivables from customers.",1
MSME01757,MSME,"GSTR-3B filing delayed by 40 days for May. Late fee applicable. || Repeated late filing pattern observed for Feb; compliance risk noted. || Nil/near-nil turnover reported in Aug GST return, inconsistent with loan ticket size.","Borrower reachable, no dispute raised, account in good standing.",1
MSME01758,MSME,"GST return for May filed after due date; ITC mismatch flagged. || Nil/near-nil turnover reported in May GST return, inconsistent with loan ticket size.","Borrower reachable, no dispute raised, account in good standing. || Complaint logged: borrower disputes penalty charges amid repayment difficulty.",1
MSME01759,MSME,"Nil/near-nil turnover reported in Apr GST return, inconsistent with loan ticket size. || GST return for Jan filed after due date; ITC mismatch flagged. || Turnover declared in Nov filing dropped sharply versus prior period. || GST return for Aug filed within due date. ITC claims reconciled.",Courtesy call completed. No stress indicators noted. || Field visit report notes shutdown/reduced operations at business premises. || Complaint logged: borrower disputes penalty charges amid repayment difficulty.,1
MSME01760,MSME,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || GST return for May filed within due date. ITC claims reconciled. || Regular GST compliance maintained. No late filing flags in Aug. || GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME01761,MSME,GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Dec. || GST return for Dec filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01762,MSME,Regular GST compliance maintained. No late filing flags in Nov. || Steady monthly turnover reported in GST filings; no anomalies for Oct.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted. || Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01763,MSME,Steady monthly turnover reported in GST filings; no anomalies for Feb. || Steady monthly turnover reported in GST filings; no anomalies for Jan.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01764,MSME,GSTR-3B filed on schedule for Mar. Turnover consistent with prior quarter. || Regular GST compliance maintained. No late filing flags in Dec. || Regular GST compliance maintained. No late filing flags in Mar. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
MSME01765,MSME,"Nil/near-nil turnover reported in Jan GST return, inconsistent with loan ticket size. || GSTR-3B filing delayed by 10 days for Aug. Late fee applicable.",Courtesy call completed. No stress indicators noted.,0
MSME01766,MSME,Steady monthly turnover reported in GST filings; no anomalies for Sep. || Steady monthly turnover reported in GST filings; no anomalies for Dec. || GSTR-3B filed on schedule for Feb. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter.,"Borrower reachable, no dispute raised, account in good standing. || Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01767,MSME,Regular GST compliance maintained. No late filing flags in Jan. || GST return for Sep filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted.",0
MSME01768,MSME,GSTR-3B filed on schedule for Sep. Turnover consistent with prior quarter. || GST return for Aug filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Courtesy call completed. No stress indicators noted. || Courtesy call completed. No stress indicators noted.",0
MSME01769,MSME,GST return for Jul filed within due date. ITC claims reconciled. || GSTR-3B filed on schedule for Nov. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jan. Turnover consistent with prior quarter.,Routine EMI reminder call placed. Borrower confirmed payment scheduled. || Courtesy call completed. No stress indicators noted.,0
MSME01770,MSME,Regular GST compliance maintained. No late filing flags in Jul. || GST return for Jan filed within due date. ITC claims reconciled.,"Borrower reachable, no dispute raised, account in good standing. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01771,MSME,GSTR-3B filed on schedule for Aug. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Jun. Turnover consistent with prior quarter. || GSTR-3B filed on schedule for Dec. Turnover consistent with prior quarter. || Steady monthly turnover reported in GST filings; no anomalies for Jul.,"Courtesy call completed. No stress indicators noted. || Borrower reachable, no dispute raised, account in good standing.",0
MSME01772,MSME,Steady monthly turnover reported in GST filings; no anomalies for Jan. || GST return for Jun filed within due date. ITC claims reconciled.,Routine EMI reminder call placed. Borrower confirmed payment scheduled.,0
